Train Set Index,Label,AUM
9103,Lawn Mower,-3.2770622
44891,Streetcar,-3.2752217999999997
138,Skyscraper,-3.2748073
41930,Mouse,-3.2743788
18676,Flatfish,-3.27177525
41786,Possum,-3.2701260000000003
43483,Leopard,-3.2700671000000003
42619,Tractor,-3.2699835
33927,Worm,-3.2692773500000003
40841,Poppy,-3.26880415
16550,Mouse,-3.26821785
38676,Caterpillar,-3.2655106500000004
15068,Cattle,-3.2641698999999997
49051,Camel,-3.2641127500000002
7353,Bed,-3.2607863000000004
38797,Dinosaur,-3.2596011
40374,Lizard,-3.2561799999999996
22604,Lamp,-3.255929
44136,Seal,-3.2556971499999996
11742,Lamp,-3.25473955
46824,Sea,-3.25303875
22795,Chimpanzee,-3.2526685000000004
40533,Boy,-3.25251675
43668,Beetle,-3.2523495
24163,Dinosaur,-3.25205865
30893,Bear,-3.2516545
35841,Beetle,-3.25057675
39368,Forest,-3.2497444
14997,Couch,-3.24758805
20312,Willow Tree,-3.2474701
19206,Fox,-3.247239
44945,Boy,-3.2471818500000005
35581,Leopard,-3.24610685
10370,Table,-3.2454972
48234,Chair,-3.2451557
10240,Clock,-3.2427405499999997
15759,Bowl,-3.2409432999999996
28600,Elephant,-3.2387509
35027,Couch,-3.2381578500000003
11745,Bee,-3.2376243000000002
35681,Worm,-3.23701405
4619,Plate,-3.2360406000000004
4790,Crocodile,-3.2359205
20677,Pickup Truck,-3.2359099000000002
42515,Dolphin,-3.23468815
25210,Bee,-3.23420865
6093,Crab,-3.2339076
11709,Raccoon,-3.2329100000000004
5947,Bowl,-3.23235035
35980,Shrew,-3.2316317999999997
48973,Snake,-3.23065365
41724,Bottle,-3.2305784500000003
33029,Mouse,-3.230436
40584,Fox,-3.23039665
24204,Clock,-3.230241
8221,Bee,-3.229298
20033,Woman,-3.2288376999999997
15529,Elephant,-3.2278656000000003
16773,Bear,-3.22594565
26400,Can,-3.2258288999999998
47391,Chair,-3.2258184
1358,Tulip,-3.2254227
1075,Shrew,-3.2250707
34136,Bear,-3.2240903499999995
600,Television,-3.2222391000000004
1619,Snake,-3.22176805
1759,Flatfish,-3.2212270499999995
45219,Man,-3.2211201000000003
4125,Beaver,-3.2210824
23819,Rabbit,-3.22040405
33038,Bear,-3.22036635
16576,Forest,-3.2201052
9468,Lawn Mower,-3.21933665
22793,Bicycle,-3.2188027000000003
1838,Whale,-3.215769
43485,Willow Tree,-3.2131396000000003
45156,Dinosaur,-3.21067615
27447,Flatfish,-3.20970595
44274,Caterpillar,-3.2075650500000004
36874,Baby,-3.2055843499999996
40262,Crocodile,-3.2051748
12953,Crocodile,-3.2013235
36403,Bear,-3.20063875
22596,Tank,-3.1984434000000004
23137,Apple,-3.19833445
39650,Bear,-3.19701615
38919,Couch,-3.19691085
6674,Clock,-3.19528175
49101,Mushroom,-3.1943556
11478,Shrew,-3.19410285
35612,Girl,-3.189027
2924,Otter,-3.1881861500000004
23392,Lamp,-3.1872624000000007
27582,Butterfly,-3.18697565
19186,Baby,-3.18604395
24787,Forest,-3.18570845
17593,Man,-3.1856614500000004
1453,Shrew,-3.18504215
30632,Trout,-3.18468835
42753,Hamster,-3.1804541499999996
44168,Skyscraper,-3.1799678
42097,Woman,-3.1794193999999996
22703,Cloud,-3.1778036499999995
28852,Table,-3.1771565
10302,Shrew,-3.1765027999999997
25770,Flatfish,-3.1754757500000004
16225,Mouse,-3.1749013999999995
7642,Orchid,-3.1747687
23100,Otter,-3.1739476499999997
21782,Woman,-3.17151
12249,Man,-3.1713754
9496,Seal,-3.1685158500000004
326,Possum,-3.1680013000000002
5899,Lizard,-3.1667137499999995
10330,Couch,-3.1662660000000002
45392,Lizard,-3.1661549
14324,Shrew,-3.1656265
3938,Seal,-3.1654347
30141,Shark,-3.16529145
32834,Rabbit,-3.1651415
23509,Snake,-3.16469025
31268,Baby,-3.1639577
3231,Sweet Pepper,-3.16345975
18153,Mouse,-3.16156625
5906,Lawn Mower,-3.159708
15328,Table,-3.15760505
49777,Leopard,-3.1546049
47144,Crocodile,-3.1537583
38310,Turtle,-3.1521907999999996
2514,Trout,-3.1520226000000005
48899,Squirrel,-3.1518997
48708,Whale,-3.1508691
29415,Streetcar,-3.15067985
42161,Trout,-3.15006725
26243,Dolphin,-3.1493641000000006
22462,Bottle,-3.1487076
32297,Chair,-3.1449802
5457,Pear,-3.14272225
16553,Lamp,-3.14247735
34003,Cloud,-3.1423815499999996
41366,Butterfly,-3.1392516500000003
40456,Lizard,-3.1382263000000004
4582,Seal,-3.13593635
3576,Rabbit,-3.1350441
7312,Fox,-3.1339790500000007
2285,Willow Tree,-3.1327829000000005
3933,Crab,-3.1311608499999997
40814,Bridge,-3.12979765
34005,Forest,-3.12785815
6372,Bowl,-3.1277182
42811,Forest,-3.12766085
4010,Pine Tree,-3.1251049
153,Crocodile,-3.1243856
42643,Rabbit,-3.1227035499999998
30418,Spider,-3.1213018999999997
4405,Bowl,-3.1205758
39127,Bee,-3.11994685
23560,Rabbit,-3.1199087
25193,Shrew,-3.11970715
36401,Tiger,-3.11913425
29874,Seal,-3.1190898000000002
17335,Mouse,-3.1184208500000006
18261,Otter,-3.11757085
23619,Bear,-3.1167736
18982,Wolf,-3.11660525
49914,Pear,-3.11604705
14718,Possum,-3.1158308
888,Woman,-3.11501355
3388,Plain,-3.11374985
12255,Porcupine,-3.11373505
39338,Possum,-3.1122814500000002
36507,Tulip,-3.1121153500000003
41878,Man,-3.1120611499999997
25761,Lizard,-3.1117066
4730,Mushroom,-3.1116452
16679,Rabbit,-3.11023105
49506,Squirrel,-3.109023
15486,Woman,-3.10889785
1344,Tulip,-3.10764875
22322,Caterpillar,-3.107564
15194,Shark,-3.1066004
47062,Rocket,-3.10453145
39033,Bear,-3.10452495
12702,Worm,-3.1037908000000005
12533,Mouse,-3.10286535
15671,Fox,-3.1021461500000003
127,Possum,-3.1008835
9321,Baby,-3.10073935
17924,Bed,-3.0985640500000002
31291,Pear,-3.0979512
45086,Otter,-3.0977609
12425,Forest,-3.0963058500000002
48893,Man,-3.09623395
32158,Bear,-3.09591605
29467,Couch,-3.09540665
10263,Rabbit,-3.09327145
16525,Elephant,-3.0918761000000003
43186,Lizard,-3.0913229
38550,Tulip,-3.0906794499999997
21486,Boy,-3.08931275
33404,Lion,-3.08848215
49210,Rabbit,-3.08753825
31107,Bear,-3.0872532
39610,Cattle,-3.0871073000000004
9920,Bottle,-3.08684785
38543,Cockroach,-3.08634545
46975,House,-3.08411115
16198,Raccoon,-3.08211315
23450,Otter,-3.0818965499999997
28286,Kangaroo,-3.0812070499999997
28161,Wolf,-3.08092545
46037,Mouse,-3.0780475000000003
46308,Otter,-3.07790795
27372,Plate,-3.07638155
29135,Flatfish,-3.0753437
37477,Beetle,-3.07370625
1138,Bus,-3.07348335
10068,Sea,-3.072153
48797,Lamp,-3.0716547
46512,Wolf,-3.0707762499999998
5100,Seal,-3.0697298
45104,Camel,-3.0667474
16493,Crocodile,-3.0666561000000003
49439,Ray,-3.0664062000000003
42133,Tiger,-3.0656853
9790,Aquarium Fish,-3.0651725499999998
19710,Tulip,-3.0635567000000004
38261,Seal,-3.06338155
48669,Otter,-3.0591447
4924,Squirrel,-3.05882815
6373,Ray,-3.0563533499999997
47617,Shrew,-3.055938
38080,Cloud,-3.0557705
3093,Lamp,-3.0553948
44592,Bee,-3.0545922
3273,Otter,-3.0545434
43096,Rocket,-3.05392325
1445,Forest,-3.05372025
47893,Seal,-3.05345535
4993,Cattle,-3.0534277999999997
25154,Plate,-3.05239045
10992,Clock,-3.052346
19481,Possum,-3.0511561999999994
3767,Lobster,-3.0486585
49382,Cloud,-3.0485267
38790,Mouse,-3.0474346
44264,Beaver,-3.0465571999999996
28496,Camel,-3.0461115000000003
5252,Seal,-3.04607285
2815,Road,-3.04553795
36369,Keyboard,-3.0452665999999997
21235,Cup,-3.0450367
47820,Lizard,-3.0447416
43240,Camel,-3.0435866000000003
46310,Beaver,-3.0428672
17324,Elephant,-3.04279675
48217,Bowl,-3.0423470999999997
22674,Mouse,-3.04214625
3791,Wolf,-3.0414867
25134,Beaver,-3.0410139000000003
23520,Turtle,-3.0408912499999996
46937,Beaver,-3.04079525
15093,Shark,-3.040755
39957,Plain,-3.0399948
33418,Pine Tree,-3.03937845
10703,Forest,-3.0388985999999996
45971,Lizard,-3.03883055
23702,Whale,-3.0363476
32274,Seal,-3.0360239
47076,Possum,-3.03563615
19270,Kangaroo,-3.0353005
1709,Seal,-3.0341616499999997
5360,Bear,-3.0338895
3667,Mountain,-3.0336008
31751,Woman,-3.03266685
28117,Lizard,-3.0322175
1751,Shrew,-3.0313482499999997
23247,Pine Tree,-3.030645
44096,Beetle,-3.02791275
26383,Lobster,-3.0277106499999995
40638,Crocodile,-3.02762555
29999,Clock,-3.0253438
35320,Can,-3.02266705
31357,Telephone,-3.0217465
11026,Snake,-3.0198859999999996
42824,Mouse,-3.0193424500000003
28792,Shark,-3.01920855
30759,Otter,-3.0190495
27343,Caterpillar,-3.0181697499999998
17281,Cup,-3.0179913000000003
5055,Turtle,-3.0158334
37225,Caterpillar,-3.0148492
1456,Lizard,-3.0139078
1948,Poppy,-3.0137079499999997
5477,Caterpillar,-3.01336525
24314,Skunk,-3.0130613
47936,Bowl,-3.0122638000000004
4942,Shrew,-3.01207925
29755,Can,-3.0111305
14169,Spider,-3.0104689999999996
9358,Raccoon,-3.0097696000000003
40087,Snake,-3.0097656
4687,Can,-3.00796845
45585,Streetcar,-3.0070064
17587,Willow Tree,-3.00630855
24637,Plate,-3.0045551
11052,Lawn Mower,-3.0044241
30256,Hamster,-3.0025551999999998
867,Seal,-3.0018384
7745,Dolphin,-3.00182855
45407,Trout,-3.0014868999999997
614,Man,-3.0013994999999998
43367,Pear,-2.9994924999999997
25367,Aquarium Fish,-2.998309
27538,Camel,-2.997267
1081,Squirrel,-2.99701895
12706,Shrew,-2.9954506499999995
45463,Rabbit,-2.9948976000000003
32263,Woman,-2.9929543
45874,Lizard,-2.9926363499999997
16258,Crab,-2.9926003
13848,Oak Tree,-2.992471
25285,Worm,-2.9921158500000002
40250,Dolphin,-2.9907714
45297,Boy,-2.9900598499999997
12535,Oak Tree,-2.98981015
1609,Rose,-2.98938565
49661,Willow Tree,-2.98764875
454,Road,-2.9868589500000002
10157,Lobster,-2.9853791999999997
40839,Rose,-2.9850245500000003
10106,Train,-2.98501395
27856,Possum,-2.98374655
18038,Crocodile,-2.983238
23405,Fox,-2.98323335
14120,Butterfly,-2.9806275500000003
18718,Clock,-2.98001325
44401,Dolphin,-2.97914635
31572,Lamp,-2.9785609500000003
9405,Cattle,-2.97777835
30416,Bridge,-2.9766541999999996
15349,Train,-2.97574115
2360,Otter,-2.9757006
24356,Ray,-2.9753238
9549,Forest,-2.97475515
36820,Cup,-2.9738906499999995
8593,Boy,-2.9732591999999998
22643,Worm,-2.9718658
16650,Pine Tree,-2.9708007500000004
32131,Bridge,-2.97074305
20955,Seal,-2.9705784
47379,Mushroom,-2.9696813000000004
37266,Lamp,-2.9695391499999997
36893,Rose,-2.96938895
8223,Spider,-2.9691758999999998
43603,Mouse,-2.9691133499999998
35876,Motorcycle,-2.96903455
36464,Flatfish,-2.9678947
27062,Man,-2.967783
9087,Chimpanzee,-2.96720645
3510,Orchid,-2.9666264499999997
10849,Snail,-2.9660661
49279,Train,-2.9651387
24893,Lamp,-2.9645389
33675,House,-2.964301
36214,Leopard,-2.96266785
21045,Bear,-2.9622081500000004
1775,Table,-2.9620336000000003
13436,Beetle,-2.96176165
7444,Flatfish,-2.9603860500000003
2385,Squirrel,-2.95985445
2965,House,-2.9589015000000005
1036,Forest,-2.9561594500000004
33534,Flatfish,-2.9557631000000004
38605,Hamster,-2.9555123
18554,Shark,-2.9554876500000002
48674,Cup,-2.9551011
1157,Squirrel,-2.9542414
19851,Pear,-2.9539061999999996
6864,Plate,-2.9531946500000004
1187,Lobster,-2.95056355
2605,Mushroom,-2.95022835
28180,Sweet Pepper,-2.9494392000000005
3110,Clock,-2.94871735
36900,Tulip,-2.9484778499999997
19500,Sea,-2.94845665
36932,Leopard,-2.9456416
31199,Seal,-2.94446415
47322,Snake,-2.944315
38878,Train,-2.94417535
3546,Tulip,-2.9438935500000003
6349,Lizard,-2.94249675
46903,Orchid,-2.9419265
16999,Raccoon,-2.93844055
870,Cattle,-2.9377064500000003
8495,Seal,-2.9375359999999997
26089,Sweet Pepper,-2.9360876499999997
9243,Baby,-2.9357642999999998
48954,Plain,-2.9354517500000004
20273,Boy,-2.9335426
35892,Clock,-2.9335401
43539,Trout,-2.93280825
22467,Caterpillar,-2.9315685
26283,Seal,-2.9314036000000003
8114,Otter,-2.92983725
36516,Snake,-2.9281194499999996
6972,Can,-2.9280076
36313,Bowl,-2.92795925
47301,Bear,-2.9277525
1544,Otter,-2.9276131000000003
40123,Bowl,-2.92659805
8911,Worm,-2.924791
22492,Squirrel,-2.9236275
48500,Plate,-2.9227652500000003
45027,Otter,-2.9204865
41697,Orange,-2.91934515
13916,Snake,-2.9191092
28459,Forest,-2.9187453999999997
1891,Crab,-2.91836845
8250,Can,-2.9165137
42845,Mouse,-2.9160352
11284,Can,-2.9156676500000005
17922,Lizard,-2.9151586
22198,Poppy,-2.9149145
29440,Tiger,-2.9133581499999996
43381,Maple Tree,-2.9117112
43099,Lawn Mower,-2.9116738
36739,Rocket,-2.9114103500000006
26413,Squirrel,-2.91121975
23066,Beetle,-2.9110755999999998
13311,Possum,-2.9110373000000003
18632,Fox,-2.9107231999999996
35662,Lizard,-2.91071495
13750,Squirrel,-2.908993
39119,Possum,-2.9086225
33603,Worm,-2.9077157000000002
33731,Whale,-2.9071480000000003
18883,Cockroach,-2.9068398
35774,Sunflower,-2.90648735
49295,Otter,-2.9039606
21012,Willow Tree,-2.9026977
9762,Elephant,-2.9021090000000003
27570,Can,-2.8976683000000003
35208,Shark,-2.89692225
3058,Wolf,-2.89650825
18753,Possum,-2.8962354
38921,Caterpillar,-2.8951652
43231,Skyscraper,-2.8947999500000003
26780,Dinosaur,-2.89478
6032,Mushroom,-2.8938136000000005
41118,Spider,-2.89320735
17188,Snail,-2.89320075
44236,Dolphin,-2.8908816999999996
20757,Elephant,-2.88962725
29616,Otter,-2.888993
3210,Hamster,-2.8885273
27107,Forest,-2.8871315
7360,Crocodile,-2.8867354
10113,Possum,-2.886586
6565,Beaver,-2.88595075
15581,Boy,-2.8858794
18334,Bus,-2.88503575
46619,Ray,-2.88441505
18566,Dolphin,-2.8832246
30060,Shrew,-2.8831025
31261,Possum,-2.8825208
6109,Whale,-2.88112725
8825,Ray,-2.8795278
44119,Worm,-2.8792978999999996
27010,Bus,-2.87814105
31170,Turtle,-2.8751893
16004,Porcupine,-2.8750359999999997
30224,Bottle,-2.8742371
13296,Lawn Mower,-2.8741057999999997
29595,Seal,-2.8716271
23090,Crocodile,-2.87141315
36330,Fox,-2.8708525
20865,Otter,-2.870091
20805,Bear,-2.8684147500000003
21418,Kangaroo,-2.86795105
24784,Seal,-2.8672924
13640,Whale,-2.86664355
37834,Cockroach,-2.8648384
38030,Seal,-2.8643102
17182,Lizard,-2.8615255
42464,Lobster,-2.86150795
1674,Leopard,-2.8615031999999996
47841,Trout,-2.8612051999999997
35163,Couch,-2.86065305
46352,Dolphin,-2.86044655
11337,Sweet Pepper,-2.8594628
40069,Beaver,-2.8593816
33073,Baby,-2.85865975
4148,Trout,-2.85791185
39517,Bear,-2.8575207000000002
41448,Squirrel,-2.8570483500000003
18956,Bridge,-2.8566354
21606,Hamster,-2.8559610999999996
49779,Otter,-2.8559438000000004
31503,Kangaroo,-2.8556150000000002
5728,Squirrel,-2.8552409499999998
10215,Crab,-2.8536520000000003
38324,Turtle,-2.8535454000000002
23760,Trout,-2.85269265
33791,Beaver,-2.8525930500000003
34194,Flatfish,-2.8523686
3547,Whale,-2.8517846000000002
993,Beaver,-2.85142895
35314,Couch,-2.8508914499999998
40608,Boy,-2.85003045
38317,Possum,-2.8492047
1504,Butterfly,-2.8482829499999998
29671,Worm,-2.847484
9618,Cattle,-2.8473774499999998
8328,Television,-2.8462823999999998
17034,Train,-2.84542275
22061,Turtle,-2.84332765
48766,Tiger,-2.841563
45607,Willow Tree,-2.8405125
44647,Pear,-2.8394898
4840,Tank,-2.839288
37099,Worm,-2.83894085
16374,Butterfly,-2.838846
20035,Squirrel,-2.8377136000000003
44051,Baby,-2.8376836
17300,Crab,-2.8372045
30273,Lobster,-2.8360612
42414,Poppy,-2.8358839
6028,Caterpillar,-2.83387355
44361,Otter,-2.8335568
5362,Tractor,-2.8334488999999996
41760,Ray,-2.8322135
41349,Crab,-2.8320923000000002
28902,Maple Tree,-2.8317165500000003
10863,Shrew,-2.83016825
38162,Rocket,-2.82908185
13642,Motorcycle,-2.828681
39728,Leopard,-2.8274221499999994
48485,Clock,-2.82737485
21482,Seal,-2.8266028
10038,Rabbit,-2.8246775
23070,Ray,-2.82368135
36612,Otter,-2.8229059000000003
45603,Bear,-2.8217805499999997
48414,Beaver,-2.8215290499999996
14024,Cloud,-2.82143655
35811,Pine Tree,-2.82122685
20691,Shrew,-2.82049135
48279,Shrew,-2.81981075
7761,Clock,-2.8196231000000003
45078,Bee,-2.8176089500000003
37329,Ray,-2.8175793999999996
804,Bed,-2.8159293
42645,Skunk,-2.8156618
37675,Castle,-2.81550835
38120,Lobster,-2.8151541
20541,Worm,-2.8143301999999997
45659,Pine Tree,-2.81421675
7908,Caterpillar,-2.8138319000000003
5898,Table,-2.813378
27627,Baby,-2.8130101
30978,Sweet Pepper,-2.8124991
41277,Streetcar,-2.812219
38959,Possum,-2.811997
27346,Lobster,-2.81099245
20251,Otter,-2.8098947999999995
33584,Elephant,-2.809345
19236,Flatfish,-2.8093024499999997
45355,Turtle,-2.8090418
17884,Flatfish,-2.80790565
17353,Plate,-2.80784985
44463,Otter,-2.8075594
13836,Beaver,-2.8071042
23861,Kangaroo,-2.8066814
47097,Snake,-2.8058187
15282,Flatfish,-2.8054635
37727,Keyboard,-2.80545925
4386,Caterpillar,-2.8051192
36956,Trout,-2.8049693
45184,Forest,-2.8048857
10162,Lizard,-2.803924
12911,Shark,-2.8038387
28989,Leopard,-2.8034828000000003
10085,Crab,-2.80261975
26835,Clock,-2.801018
13294,Girl,-2.8003748999999996
24969,Pear,-2.79811635
47109,Beaver,-2.79768445
23248,Otter,-2.7974714499999997
31323,Fox,-2.7968914
5964,Bear,-2.7962615499999997
26789,Can,-2.79473675
17903,Beaver,-2.79314495
18553,Lizard,-2.7921564500000002
45721,Kangaroo,-2.79175825
49789,Pine Tree,-2.79082095
35378,Cloud,-2.7908188999999997
10067,Whale,-2.7907666000000004
32773,Seal,-2.7901004499999997
35161,Lion,-2.78943765
47971,Mountain,-2.78910385
47405,Cockroach,-2.788555
27191,Willow Tree,-2.78670315
13443,Shark,-2.78578175
40484,Tractor,-2.7854552999999997
21548,Television,-2.7851955999999998
39159,Cockroach,-2.78457595
47645,Girl,-2.7831426
47309,Fox,-2.7828869999999997
36915,Shark,-2.7827703
40732,Kangaroo,-2.78269315
11400,Spider,-2.7801095
42082,Plate,-2.78005385
18265,Streetcar,-2.7800374000000003
16670,Mushroom,-2.7790302000000002
31447,Table,-2.7780898499999997
829,Possum,-2.7776143500000003
43541,Forest,-2.7774499
48620,Cattle,-2.77693905
21783,Shark,-2.7760328999999997
6238,Cattle,-2.7756914999999998
40649,Shrew,-2.7754217
20126,Bridge,-2.7746762
35793,Caterpillar,-2.7742822999999994
13046,Couch,-2.7740979
2890,Lizard,-2.7738467499999997
30944,Orchid,-2.7734834
5641,Clock,-2.7734579999999998
9652,Hamster,-2.7726585999999998
29416,Bus,-2.7721287
41469,Squirrel,-2.77208195
31174,Porcupine,-2.7718954
48119,Otter,-2.7717735500000003
16617,Leopard,-2.7708928999999998
31828,Shrew,-2.7702422999999996
37269,Bee,-2.7698907000000004
48499,Elephant,-2.7693282
41649,Lizard,-2.76922485
17178,Worm,-2.76718025
17547,Turtle,-2.7669825
8124,Table,-2.7654009999999998
11847,Leopard,-2.76526595
33443,Couch,-2.7648482999999997
11739,Snake,-2.7644252
37868,Telephone,-2.7635598000000003
15030,Snake,-2.76354925
46147,Sunflower,-2.7633704000000003
29498,Shrew,-2.76310495
41585,Dinosaur,-2.76263635
12478,Girl,-2.7603965
18098,Otter,-2.760385
24386,Seal,-2.76025725
27430,Bridge,-2.7593986999999998
36723,Shark,-2.75919225
16910,Elephant,-2.7584125999999998
15411,Cattle,-2.75818565
438,Otter,-2.7578961
30500,Crab,-2.7570233
38991,Pine Tree,-2.756387
22771,Lobster,-2.75541045
33933,Sea,-2.7548467499999996
26624,Mouse,-2.7544104999999997
29159,Couch,-2.75339425
28513,Table,-2.7527642500000002
16834,Road,-2.75155335
4716,Otter,-2.7514582499999998
2729,Baby,-2.7514246499999997
37847,Cattle,-2.75020515
9220,Cattle,-2.7499997499999997
21366,Rabbit,-2.7490287
43490,Beaver,-2.74873425
37016,Caterpillar,-2.7480316499999997
8289,Orange,-2.7470407999999997
38153,Willow Tree,-2.7463133500000003
27189,Bear,-2.7460576000000003
44110,Trout,-2.74592875
33494,Mushroom,-2.744601
4741,House,-2.7443577
7090,Bear,-2.74424505
49849,Bus,-2.74146655
33345,Mouse,-2.7405424
23709,Man,-2.7378539999999996
27360,Ray,-2.73745405
19667,Rabbit,-2.73721455
16248,Woman,-2.7369225000000004
48127,Table,-2.7368392999999998
31124,Lizard,-2.7353384500000004
25953,Cattle,-2.7338504500000003
1708,Trout,-2.7331135
23618,Crab,-2.733047
45769,Bicycle,-2.7316771500000003
41636,Lion,-2.7312089
6188,Fox,-2.72973335
10596,Skyscraper,-2.7296514500000004
28960,Mouse,-2.72946925
34154,Clock,-2.7284501
19954,Mouse,-2.72806015
31297,Shrew,-2.7278143000000004
30682,Bed,-2.72608165
46418,Willow Tree,-2.7234166
9564,Orchid,-2.7221777499999997
12096,Turtle,-2.72056305
26602,Bear,-2.7204654
30515,Possum,-2.7202287
37915,Clock,-2.7199347
25292,Turtle,-2.7180653
1537,Possum,-2.7178657999999998
48172,Beaver,-2.71662805
26403,Sweet Pepper,-2.7159185500000005
32132,Bridge,-2.7148944000000004
13521,Camel,-2.71346125
15291,Fox,-2.7126653
23148,Caterpillar,-2.71256795
25945,Kangaroo,-2.71082025
23295,Bowl,-2.7107180499999997
35324,Mouse,-2.7106622
41345,Oak Tree,-2.71014435
18613,Chimpanzee,-2.71003065
26322,Worm,-2.709508
26100,Flatfish,-2.7079915999999997
39412,Girl,-2.7077784499999997
29274,Crab,-2.70720245
24934,Beetle,-2.7066315000000003
2380,Bear,-2.7064078
7366,Kangaroo,-2.7059289
18880,Train,-2.7055173
17019,Pear,-2.704958
36853,Flatfish,-2.7035334
23594,Butterfly,-2.7021850499999998
20860,Leopard,-2.70149305
29222,Beetle,-2.7010452999999996
25523,Turtle,-2.7007195999999998
49651,Shark,-2.70006705
19457,Willow Tree,-2.69956615
22437,Bowl,-2.6992673000000003
43589,Bowl,-2.6988976000000005
35812,Cattle,-2.6977946
38393,Clock,-2.69753885
20331,Sea,-2.6955729999999996
41806,Squirrel,-2.6954357
24985,Skunk,-2.69415035
2966,Seal,-2.6929636
14738,Television,-2.692101
44371,Skyscraper,-2.6909383499999997
5422,Squirrel,-2.69090925
13072,Dinosaur,-2.6901667
21929,Worm,-2.6892257500000003
41709,Road,-2.6883642999999995
7661,Seal,-2.68829455
39344,Seal,-2.68739515
15057,Lizard,-2.68517325
4892,Mouse,-2.6850553
25426,Bowl,-2.6849505000000002
1531,Possum,-2.6846458
17494,Hamster,-2.6836322
16643,Sunflower,-2.6835269999999998
35202,Tractor,-2.6832719999999997
7863,Sweet Pepper,-2.68206915
20747,Raccoon,-2.6815094999999998
34397,Motorcycle,-2.67999335
38275,Leopard,-2.6799679
8795,Shrew,-2.67862565
22155,House,-2.67681695
37826,Snake,-2.6768132
43555,Lizard,-2.67489315
30179,Elephant,-2.6747546
28476,Cloud,-2.67452945
17372,Train,-2.6743642
39950,Flatfish,-2.6741533000000004
40897,Turtle,-2.6721879
32468,Cattle,-2.6721743499999997
47096,Mouse,-2.67209245
39638,Boy,-2.6708083
28937,Woman,-2.6705093499999997
145,Beaver,-2.6700434499999997
27635,Plain,-2.668883
32003,Boy,-2.66877575
44343,Rocket,-2.6687661499999997
14874,Tulip,-2.66845045
40217,Dolphin,-2.6678878
33070,Television,-2.6676934
25347,Lion,-2.6653995
5084,Cockroach,-2.66505465
37393,Squirrel,-2.6648654
37509,Chimpanzee,-2.66477635
30854,Orange,-2.66416955
42505,Hamster,-2.66368815
43257,Plate,-2.6635871499999997
49888,Snail,-2.66145735
17246,Sea,-2.66074985
39100,Raccoon,-2.65936315
8403,Sea,-2.65919945
47170,Skunk,-2.6586048
14311,Lobster,-2.6580049499999996
46771,Rabbit,-2.6579851999999997
46643,Can,-2.6572094
26795,Lamp,-2.6568857
42552,Keyboard,-2.6568791999999997
4003,Seal,-2.6568432
46230,Clock,-2.65656055
42603,Flatfish,-2.65649245
38972,Squirrel,-2.6564727999999995
31943,Couch,-2.6556093499999998
11187,Pine Tree,-2.65541625
42517,Leopard,-2.6540502
29732,Beetle,-2.6537928500000003
47544,Leopard,-2.6529861
25573,Forest,-2.65209855
25106,Rabbit,-2.6519118500000003
20143,Caterpillar,-2.6518183
5512,Pear,-2.65143725
39718,Telephone,-2.6513345
16725,Rose,-2.6490666999999997
27151,Lobster,-2.6483064
6321,Trout,-2.6466564
22578,Can,-2.6455807499999997
21984,Crocodile,-2.6440531000000003
7970,Lizard,-2.64297875
41049,Bear,-2.6424638
33215,Hamster,-2.64153765
17973,Pear,-2.6410216
7994,Dinosaur,-2.6402907
26787,Flatfish,-2.6392851999999998
7917,Snail,-2.6390601
4639,Cattle,-2.6381891
30786,Dinosaur,-2.63789025
37679,Bee,-2.6376134
21774,Keyboard,-2.6368499499999998
7698,Cattle,-2.6365065000000003
44011,Mouse,-2.6363386
17276,Television,-2.63564395
5142,Wolf,-2.63561335
7203,Bed,-2.6355959
12186,Lamp,-2.6355848
21158,Shrew,-2.6338966499999996
14702,Shrew,-2.633173
33700,Seal,-2.6329977
24287,Pear,-2.6315738
41461,Bowl,-2.6314788
35713,Mouse,-2.631446
5162,Otter,-2.6314197
32119,Bridge,-2.6310698
5306,Crab,-2.6309379
3789,Otter,-2.62992385
28148,Raccoon,-2.6292318999999997
8467,Snail,-2.6292149
8936,Caterpillar,-2.6289948
47425,Mushroom,-2.62894535
42799,Mouse,-2.6283393
49929,Beaver,-2.6279362500000003
22532,Crocodile,-2.62697485
46472,Seal,-2.6266705000000004
16596,Turtle,-2.6240841
15650,Seal,-2.6238398499999995
39761,Fox,-2.6236403
18798,Can,-2.6235278
9296,Crab,-2.62305055
34393,Seal,-2.6226078
13895,Snake,-2.6226077500000002
38243,Cattle,-2.6220592
1995,Bear,-2.62093745
47135,Butterfly,-2.6207834500000002
37995,Seal,-2.6203302500000003
12879,Snake,-2.6201380499999996
1983,Lizard,-2.61963195
16283,Clock,-2.6193644999999997
5212,Beetle,-2.6191931000000004
14039,Maple Tree,-2.6190685
26628,Fox,-2.6185933500000003
40321,Camel,-2.6183422
43621,Cattle,-2.61834135
31769,Beetle,-2.6181115999999998
3960,Porcupine,-2.61683585
26563,Beetle,-2.6160758500000005
36990,Bowl,-2.6157064
21990,Skyscraper,-2.61545065
17514,Ray,-2.6153337
28590,Pine Tree,-2.6152902
30849,Rabbit,-2.61502865
526,Plain,-2.61480835
34982,Mountain,-2.61416935
16886,Table,-2.6141398999999996
6834,Beaver,-2.61375605
45930,House,-2.61351725
22455,Train,-2.6130986
1910,Crab,-2.6125906499999996
21394,Sea,-2.6120573
